country,ordered,weapon,weapon.des,year,years.delivered,delivered,comments
     ,8,Nike Ajax/Hercules,SAM system,1958,1959-1961,8,For use with MIM-3 Nike Ajax and MIM-14 Nike Hercules missiles; incl for use with US nuclear warheads (under US control)
     ,1,PC-1604,patrol craft,1958,1959,1,'MDAP' aid; from French production line; Italian designation Vedetta
     ,4,S-55,helicopter,1958,1959,4,'MDAP' aid: H-19D version; for SAR
     ,2,SQS-39,ASW sonar,1958,1964,2,For 2 Doria cruisers produced in Italy
     ,1,Balao,submarine,1959,1960,1,Second-hand; loan; Italian designation Torricelli
     ,1,Mission Buenaventura,tanker,1959,1959,1,Second-hand; Italian designation Sterope Class
     ,1,YO,tanker,1959,1959,1,Second-hand
     ,1,Adjutant,minesweeper,1960,1960,1,Second-hand; Italian designation Abete
     ,1,Andromeda,AALS,1961,1962,1,Second-hand
     ,1000,M-47 Patton,tank,1961,1962-1963,1000,Second-hand
     ,8,T-33A Shooting Star,trainer aircraft,1961,1962,8,Second-hand; 'MAP' aid
     ,1,ARB-1/ARL-1,support ship,1962,1962,1,Second-hand
     ,10,HAWK,SAM system,1962,1963-1964,10,
     ,800,MIM-23A HAWK,SAM,1962,1963-1964,800,
     ,44,O-1/L-19 Bird Dog,light aircraft,1962,1963,44,Second-hand; Italian dsignation AL-1
     ,120,RIM-24 Tartar,SAM,1962,1963-1964,120,For Impavido destroyers
     ,2,S-55,helicopter,1962,1962,2,Second-hand; 'MDAP' aid; H-19A version; for SAR
     ,2,SPS-12,air search radar,1962,1968,2,For 2 Alpino frigates produced in Italy
     ,16,C-119 Packet,transport aircraft,1963,1965,16,Second-hand
     ,24,F-104G Starfighter,FGA aircraft,1963,1963-1966,24,Incl 12 'MAP' aid; last 12 possibly assembled from kits in Italy; TF-104G version
     ,8,F-86D Sabre,fighter aircraft,1964,1964,8,Second-hand (ex-Dutch aircraft returned to USA); F-86K version
     ,6,HU-16B Albatross,MP aircraft,1964,1965,6,Second-hand
     ,100,M-60A1 Patton-2,tank,1964,1966,100,
     ,96,MIM-14 Nike Hercules,SAM,1964,1965-1966,96,
     ,18,T-33A Shooting Star,trainer aircraft,1964,1965,18,Second-hand; 'MAP' aid
     ,2,Balao,submarine,1965,1966,2,Second-hand; Italian designation Toricelli
     ,150,J85,turbojet,1965,1968-1976,150,For 65 G-91Y FGA aircraft produced in Italy (incl spare engines); J85-GE-13A version
     ,18,M-107 175mm,self-propelled gun,1965,1966-1967,18,
     ,1,MK-10 Terrier,naval SAM system,1965,1969,1,ASTER version for 1 Vittorio Veneto cruiser produced in Italy
     ,60,RIM-2F Terrier,SAM,1965,1969,60,For 1 Vittorio Veneto cruiser
     ,1,SPS-40,air search radar,1965,1969,1,For 1 Vittorio Veneto cruiser produced in Italy
     ,3,SPS-52,air search radar,1965,1969-1972,3,For 1 Vittorio Veneto cruiser and 2 Audace destroyers produced in Italy
     ,1,SQS-23,ASW sonar,1965,1969,1,For 1 Vittorio Veneto cruiser produced in Italy
     ,2,Mk-74 Tartar GMFCS,naval SAM system,1966,1972,2,For 2 Audace destroyers produced in Italy
     ,4,SQS-35,ASW sonar,1966,1968,4,For modernisation of 4 De Christofaro corvettes produced in Italy
     ,2,EDO-610,ASW sonar,1968,1972,2,For 2 Audace destroyers produced in Italy; probably CWE-610 version from Dutch production line
     ,120,RIM-66B Standard-1MR,SAM,1968,1972,120,For 2 Audace destroyers
     ,2,SPS-12,air search radar,1968,1972,2,For 2 Audace destroyers produced in Italy
     ,1,Tangier,support ship,1968,1968,1,Second-hand; Italian designation Bafile Class
     ,3,Fletcher,destroyer,1969,1969-1970,3,Second-hand; Italian designation Gante; incl 1 used for spares after less then 2 years in service
     ,1000,Mk-46,ASW torpedo,1970,1972-1985,1000,
     ,14,C-130H Hercules,transport aircraft,1971,1972,14,
     ,2,De Soto County,landing ship,1971,1972,2,Second-hand; loan until bought 1981; Italian designation Caorle Class
     ,120,RIM-24 Tartar,SAM,1971,1972,120,For Audace destroyers
     ,5000,BGM-71 TOW,anti-tank missile,1972,1974,5000,Deal incl also 130 launchers
     ,2,GUPPY-3,submarine,1972,1972,2,Second-hand; Italian designation Priaroggia
     ,6,M-752 Lance TEL,SSM launcher,1973,1975,6,Incl for use with US nuclear warheads (under US control)
     ,4,Mk-95,fire control radar,1973,1977-1980,4,For 4 Lupo Class frigates; for use with Seasparrow SAM
     ,2,Tang,submarine,1973,1973-1974,2,Second-hand; Italian designation Piomarta Class
     ,25,LVTP-7,APC,1974,1975-1976,25,Incl 1 CP version
     ,120,RIM-66B Standard-1MR,SAM,1974,1975-1977,120,For Impavido destroyers
     ,55,AQS-13,ASW sonar,1975,1975-1982,55,Probably AQS-13B version; for 55 AB-212 ASW helicopters produced in Italy (based on Bell-212 helicopters from USA).
     ,10000,BGM-71 TOW,anti-tank missile,1975,1976-1978,10000,
     ,2,SPG-55,fire control radar,1975,1978,2,For modernization of Mk-10 SAM system (to use SM-1ER missile) on 1 Doria cruiser
     ,1,SPS-40,air search radar,1975,1978,1,For modernization of 1 Doria cruiser
     ,1,SQS-23,ASW sonar,1975,1978,1,For modernization of 1 Doria cruiser
     ,120,RIM-66B Standard-1MR,SAM,1976,1978-1979,120,For Andrea Doria cruisers
     ,100,Tornado IDS Radar,combat ac radar,1976,1981-1990,100,For 100 Tornado IDS combat aircraft produced in Italy
     ,8,DE-1164,ASW sonar,1977,1982-1985,8,For 8 Maestrale frigates produced in Italy
     ,10,I-HAWK,SAM system,1977,1978-1980,10,Italian HAWK SAM systems rebuilt to I-HAWK
     ,800,MIM-23B HAWK,SAM,1977,1978-1980,800,Probably Italian MIM_23A rebuilt to MIM-23B
     ,1,Navajo/ATF,tug,1979,1979,1,Second-hand
     ,2311,BGM-71 TOW,anti-tank missile,1981,1982-1984,2311,
     ,120,RIM-66B Standard-1MR,SAM,1981,1983,120,For Audace destroyers
     ,2,SPG-55,fire control radar,1981,1984,2,For modernization of Mk-10 SAM system (to use SM-1ER missile) on 1 Vittorio Veneto cruiser
     ,1,SPS-52,air search radar,1981,1985,1,For 1 Garibaldi aircraft carrier produced in Italy
     ,35,Standard Missile-1ER,SAM,1981,1983,35,Deal worth $15 m; for Vittorio Veneto Class and Andrea Doria Class helicopter cruisers
     ,40,Standard Missile-1ER,SAM,1981,1983,40,For Vittorio Veneto Class cruiser
     ,9,AQS-13,ASW sonar,1984,1985-1986,9,Probably AQS-13B version; for 9 AB-212 ASW helicopters produced in Italy (based on Bell-212 helicopters from USA).
     ,6629,BGM-71 TOW,anti-tank missile,1984,1986-1989,6629,Deal worth $67 m incl 1239 practice missiles; BGM-71C ITOW version
     ,450,Stinger,portable SAM,1984,1986-1988,450,$51 m deal (incl 150 launchers); FIM-92A version
     ,1000,AIM-9L Sidewinder,SRAAM,1985,1986-1990,1000,
     ,2,HR-3000 HADR,air search radar,1985,1988-1990,2,Part of NATO 'NADGE' air survaillance network
     ,280,6V-53,diesel engine,1986,1989-1995,280,For 280 SIDAM AAV produced in Italy; 6V-53T version
     ,2,DE-1164,ASW sonar,1986,1994,2,For 2 De la Penne destroyers produced in Italy
     ,2,Mk-74 Tartar GMFCS,naval SAM system,1986,1991-1992,2,For 2 Animoso destroyers produced in Italy
     ,2,SPS-52,air search radar,1986,1993,2,For 2 De la Penne Class destroyers produced in Italy
     ,1440,BGM-71 TOW,anti-tank missile,1987,1990-1996,1440,BGM-71D TOW-2 version; for A-129 helicopters
     ,8,RIM-66B Standard-1MR,SAM,1987,1992,8,For De la Penne destroyers
     ,4,Air refuel system,air refuel system,1988,1992-1993,4,For modification of 4 Boeing-707 transport aircraft to Boeing-707T/T tanker/transport aircraft
     ,2,AV-8B Harrier-2,FGA aircraft,1989,1991,2,$103 m deal; TAV-8B version; for use on aircraft carrier
     ,4,TPS-77,air search radar,1990,1993-1994,4,AN/FPS-117(V)5 version; part of NATO 'NADGE' air surveillance network
     ,44,AGM-88 HARM,ARM,1991,1992-1993,44,AGM-88A version
     ,3,AV-8B Harrier-2 Plus,FGA aircraft,1991,1994,3,For use on aircraft carrier
     ,74,AGM-88 HARM,ARM,1992,1993,74,
     ,446,AGM-88 HARM,ARM,1992,1994-1996,446,Deal worth $145 m; AGM-88B version
     ,10,M-60A1 Patton-2,tank,1993,1993,10,Second-hand; leased for Italian UN forces in Somalia
     ,42,AGM-65 Maverick,ASM,1994,1996-1997,42,$25 m deal; AGM-65F version; for AV-8B+ combat aircraft
     ,33,AIM-120A AMRAAM,BVRAAM,1994,1996-1997,33,$23 m deal; for AV-8B+ combat aircraft
     ,100,Paveway,guided bomb,1996,1997-1998,100,GBU-16 Paveway-2 version
     ,233,AIM-120B AMRAAM,BVRAAM,1997,2000-2003,233,$116 m deal; for AV-8B+ combat aircraft
     ,6,C-130J-30 Hercules,transport aircraft,1997,2002-2003,6,
     ,10,C-130J Hercules,transport aircraft,1997,2000-2001,10,
     ,9,AAV-7A1,APC,1999,2002,9,Second-hand; part of $90 m deal; modernized in Italy with US kits
     ,10,HELRAS,ASW sonar,1999,2002-2004,10,For 8 EH-101 ASW helicopters produced in Italy; probably from FRG production line
     ,25,VTA-903,diesel engine,1999,2000-2002,25,Part of $90 m deal; for modernization of 25 LVTP-7 APC to AAV-7RAM/RS
     ,4,C-130J-30 Hercules,transport aircraft,2000,2004-2005,4,
     ,34,F-16(ADF),FGA aircraft,2001,2003-2004,34,Second-hand; $760 m 'Peace Ceasar' lease (for total of 45000 flying hours) until Eurofighter enters service in 2010; F-16A Block-15ADF version; incl 4 F-16B version; modernized before delivery; 4 more delivered for spares only
     ,5,RQ-1 Predator,UAV,2001,2004,5,$55 m deal; RQ-1A version
     ,336,Stinger,portable SAM,2001,2003-2004,336,"Part of $89 m deal (for 1007 for Greece, Italy and UK); probably for A129 combat helicopters"
     ,24,AE-2100,turboprop,2002,2006-2008,24,For 12 C-27J transport aircraft produced in Italy
     ,113,AGM-88 HARM,ARM,2002,2002-2003,113,
     ,2,TPS-77,air search radar,2002,2005-2006,2,AN/TPS-117 version
     ,46,HELRAS,ASW sonar,2003,2011-2019,46,For 46 NH-90 ASW helicopters produced in Italy; from FRG production line
     ,2,RQ-1 Predator,UAV,2004,2005,2,
     ,500,Paveway,guided bomb,2005,2006-2007,500,GBU-12 and/or Enhanced Paveway-2 version
     ,10,Cougar,APC,2008,2008,10,$8.3 m deal; incl 4 Buffalo version
     ,2,MQ-9 Reaper,UAV,2008,2010,2,RQ-9 (RQ-1B) version
     ,52,F-124,turbofan,2009,2011-2021,44,For 26 M-346 (T-346) trainer aircraft produced in Italy 2011-2022
     ,2,MQ-9 Reaper,UAV,2009,2010,2,$81 m deal; RQ-9 (RQ-1B) version
     ,500,GBU-39 SDB,guided bomb,2010,2015-2016,500,Part of $34 m deal
     ,16,RQ-7 Shadow-200,UAV,2010,2015,16,EUR51 m deal; for 4 Shadow-200 UAV systems
     ,3,APY-8 Lynx,AGS radar,2011,2012,3,For MQ-9 (RQ-9) UAV from USA
     ,2,MQ-9 Reaper,UAV,2011,2012,2,RQ-9 (RQ-1B) version
     ,10,ScanEagle,UAV,2011,2013,10,
     ,1,Gulfstream-3 AML,Recce/SIGINT ac,2012,2012,1,1-year lease
     ,250,Paveway,guided bomb,2012,2014-2015,250,
     ,2,RQ-1 Predator,UAV,2014,2015,2,
     ,50,AGM-114L HELLFIRE,anti-tank missile,2016,2020-2021,50,For modernized MQ-9 UAV
     ,5,FJ44-4,turbofan,2016,2020-2021,5,FJ44-4M version for 5 M-345 trainer aircraft produced in Italy
     ,50,JDAM,guided bomb,2016,2020-2021,50,For modernized MQ-9 UAV
     ,50,Paveway,guided bomb,2016,2020-2021,50,For modernized MQ-9 UAV
     ,13,FJ44-4,turbofan,2019,,,FJ44-4M version for 13 M-345 trainer aircraft produced in Italy
     ,,AIM-9X Sidewinder,BVRAAM,2021,,,AIM-9X Block-2 version; for F-35A combat aircraft
     ,23,AIM-9X Sidewinder,BVRAAM,2021,,,AIM-9X Block-2 version; for F-35B combat aircraft; selected but not yet ordered by end-2021
     ,6,Gulfstream-5,light transport ac,2021,,,"G-550 version; for modification in Italy to ISR, electronic warfare and/or AEW&C aircraft"
     ,2,KC-767 GTTA,tanker/transport ac,2021,,,Selected 2021 but yet not ordered by end-2021
,,,,,,,
Jamaica,,,,,,,
,2,Bell-47/OH-13,light helicopter,1963,1963-1964,2,Bell-47G version
     ,4,Cessna-180 Skywagon,light aircraft,1963,1963,4,Aid; Cessna-185 version
     ,1,Bell-206/OH-58,light helicopter,1970,1971,1,Incl for VIP transport and SAR; Bell-206A version
     ,2,Bell-206/OH-58,light helicopter,1972,1973,2,Bell-206B version
     ,1,Sewart-107,patrol craft,1972,1974,1,
     ,3,Bell-212/UH-1N,helicopter,1973,1973,3,
     ,4,Bell-206/OH-58,light helicopter,1974,1975-1978,4,Bell-206B version
     ,1,Duke,light transport ac,1974,1974,1,
     ,1,King Air,light transport ac,1974,1975,1,King Air-100 version
     ,14,Commando V-150,APC,1977,1978,14,Incl CP version
     ,2,Cessna-210 Centurion,light aircraft,1980,1981,2,
     ,1,Guardian,patrol craft,1984,1985,1,Jamaican designation Bogle or Hero
     ,1,Bell-222,light helicopter,1986,1986,1,Bell-222UT version
     ,4,Bell-205/UH-1H,helicopter,1989,1989,4,Second-hand; lease until donated to Jamaica 1997; for anti-narcotics operations
     ,3,Bell-412,helicopter,1997,1998-1999,3,Bell-412EP version; from Canadian production line
     ,4,Bell-407,light helicopter,2006,2007-2008,4,
     ,1,Bell-206/OH-58,light helicopter,2008,2008,1,Bell-206B-3 version
     ,1,Bell-206/OH-58,light helicopter,2010,2010,1,Bell-206B-3 version
     ,12,Caterpillar-3126,diesel engine,2013,2015-2016,12,For 12 Bushmaster APC from Australia
     ,1,King Air Maritime,MP aircraft,2017,2018,1,$23 m deal
     ,1,Bell-412,helicopter,2018,2018,1,Bell-412EPi version; from Canadian production line
     ,3,Bell-429 GlobalRanger,light helicopter,2018,2018-2019,3,
     ,6,Bell-429 GlobalRanger,light helicopter,2019,2021,4,
     ,6,Caterpillar-3126,diesel engine,2020,,,For 6 Bushmaster APC from Australia
     ,6,Bell-505 Jet Ranger X,light helicopter,2021,2021,6,
,,,,,,,
Japan,,,,,,,
,185,Bell-47/OH-13,light helicopter,1952,1953-1965,185,Incl Bell-47D and Bell-47G version; most assembled/produced in Japan
     ,140,T-34 Mentor,trainer aircraft,1953,1954-1960,140,
     ,508,F-86 Sabre,fighter aircraft,1955,1955-1961,508,Incl 300 assembed/produced in Japan (up till 77% of components produced in Japan) and 28 second-hand; probably incl some RF-86F reconnaissance version
     ,7,SPS-10,sea search radar,1955,1958-1960,7,For 7 Ayanami destroyers produced in japan; Japanese designation OPS-1
     ,7,SPS-6,air search radar,1955,1958-1960,7,For 7 Ayanami destroyers produced in Japan; Japanese designation OPS-2 and OPS-15
     ,14,Steam turbine,steam engine,1955,1958-1960,14,For 7 Ayanami destroyers produced in Japan
     ,210,T-33A Shooting Star,trainer aircraft,1955,1956-1959,210,
     ,10,O-1/L-19 Bird Dog,light aircraft,1957,1957-1958,10,
     ,4,Steam turbine,steam engine,1957,1960,4,For 2 Akizuki destroyers produced in Japan
     ,48,P-2H Neptune,ASW aircraft,1958,1959-1965,48,
     ,30,S-55,helicopter,1958,1958-1959,30,S-55C version
     ,12,O-1/L-19 Bird Dog,light aircraft,1959,1959,12,
     ,4,SPS-10,sea search radar,1959,1961-1964,4,For 4 Isuzu frigates produced in Japan
     ,200,F-104J Starfighter,fighter aircraft,1960,1962-1965,200,Incl 48 assembled from kits and 148 produced under licence in Japan; incl 20 F-104DJ version
     ,422,J79,turbojet,1960,1961-1976,422,J79-11 version; spares for F-104J combat aircraft
     ,2,Steam turbine,steam engine,1961,1965,2,For 1 Amatsukaze destroyers produced in Japan
     ,103,Vertol-107/CH-46A,transport helicopter,1961,1963-1984,103,Japanese designation KV-107-II and KV-107-IIA; incl 9 KV-107-II-3/RH-46 minesweeping and 35 KV-107-II-5 SAR version
     ,32,HAWK,SAM system,1962,1964-1971,32,Most assembled/produced in Japan
     ,2600,MIM-23A HAWK,SAM,1962,1965-1977,2600,'MAP' aid; most produced in Japan
     ,18,S-62,helicopter,1962,1963-1970,18,
     ,187,SH-3A Sea King,ASW helicopter,1962,1963-1990,187,"Incl 186 assembled/produced in Japan; incl 58 HSS-2, 29 HSS-2A and 100 HSS-2B version"
     ,90,Bell-204B/UH-1B,helicopter,1963,1964-1973,90,Bell-204B version
     ,500,Mk-44,ASW torpedo,1963,1964-1970,500,Most produced in Japan
     ,3,SQS-35,ASW sonar,1963,1966-1967,3,For 3 Yamagumo destroyers produced in Japan; SQS-35J version
     ,30,F-104J Starfighter,fighter aircraft,1965,1967-1968,30,Produced under licence in Japan
     ,145,T64,turboprop,1965,1969-1984,145,T64-10 version; spares for P-2J ASW aircraft and PS-1 MP aicraft
     ,350,AIM-9E Sidewinder,SRAAM,1966,1968-1971,350,Japanese designation AAM-1 and Type-69
     ,500,MIM-14 Nike Hercules,SAM,1966,1967-1979,500,
     ,83,P-2J Neptune,ASW aircraft,1966,1969-1979,83,Produced under licence in Japan
     ,145,AWG-10,combat ac radar,1967,1975-1988,145,For 77 F-1 combat aircraft and 68 T-2 trainer/combat aircraft produced in Japan; AWG-11 and AWG-12 version
     ,130,Hughes-500/OH-6A,light helicopter,1967,1968-1979,130,OH-6J version
     ,3,SQS-35,ASW sonar,1969,1972-1978,3,For 3 Yamagumo destroyers produced in Japan; SQS-35J version
     ,140,F-4E Phantom-2,FGA aircraft,1970,1971-1981,140,Incl 138 assembled/produced in Japan; F-4EJ version
     ,80,T64,turboprop,1970,1975-2005,80,T-64-IHI-10J version for 20 US-1A MP aircraft produced in Japan
     ,1220,AIM-7E Sparrow,BVRAAM,1972,1975-1984,1220,Incl RIM-7H Sea Sparrow (SAM) version
     ,133,Bell-205/UH-1H,helicopter,1972,1973-1991,133,
     ,10,AN/BQS-4,submarine sonar,1975,1980-1989,10,For Yuushio submarines produced in Japan; produced under licence in Japan as ZQQ-5
     ,2,SQS-35,ASW sonar,1976,1980-1981,2,For 2 Shirane destroyers produced in Japan; SQS-35J version
     ,700,AIM-7M Sparrow,BVRAAM,1977,1980-1991,700,"RIM-7M Sea Sparrow (SAM) version; for Shirane, Asagiri, Hatsayuke, Haruna and Takatsuki destroyers"
     ,210,Hughes-500D/MD,light helicopter,1977,1978-2001,210,OH-6D and OH-6DA armed version; incl for training
     ,65,F100,turbofan,1978,1982-2002,65,F100-100 version; spares for F-15C combat aircraft
     ,213,F-15C Eagle,FGA aircraft,1978,1980-1999,213,Including 199 assembled/produced in Japan; F-15J version; incl 48 F-15DJ version
     ,3204,MIM-23B HAWK,SAM,1978,1978-1993,3204,Probably incl Japanese MIM-23A rebuilt to MIM-23B
     ,69,P-3C Orion Update-2.5,ASW aircraft,1978,1981-1990,69,Incl 66 assembled/produced in Japan
     ,55,T56,turboprop,1978,1982-1998,55,T-56-14 version; spares for P-3C ASW aircraft
     ,1350,AIM-7F Sparrow,BVRAAM,1980,1982-1991,1350,Incl RIM-7F Sea Sparrow (SAM) version
     ,2000,AIM-9L Sidewinder,SRAAM,1981,1983-1992,2000,No. may be up to around 4500
     ,91,M-110A2 203mm,self-propelled gun,1981,1983-1992,91,Incl assembly/production in Japan
     ,89,AH-1S Cobra,combat helicopter,1982,1984-2000,89,
     ,2000,Mk-46 Mod-5 NEARTIP,ASW torpedo,1982,1982-1992,2000,
     ,2000,BGM-71 TOW,anti-tank missile,1983,1985-1998,2000,BGM-71C ITOW version; for AH-1S combat helicopters
     ,2,S-70B/SH-60B Seahawk,ASW helicopter,1983,1986-1987,2,$27 m deal; assembled from kits in Japan; S-70B-3/SH-60J version
     ,100,CH-47D Chinook,transport helicopter,1984,1986-2017,100,Incl production under licence in Japan as CH-47J and CH-47JA
     ,29,T55-L,turboshaft,1984,1987-2015,29,T55-K-712 version; spares for CH-47 helicopters
     ,20,MIM-104A Patriot,SAM,1985,1989,20,
     ,26,Patriot,SAM system,1985,1989-1991,26,Part of deal worth JPY713 b ($2.9 b; incl JPY33 b ($120 m) for first)
     ,7,AN/BQS-4,submarine sonar,1986,1990-1997,7,For 7 Harushio submarines produced in Japan; produced under licence in Japan as ZQQ-5B
     ,980,MIM-104A Patriot,SAM,1986,1989-1998,980,Part of $2.9 b deal
     ,2,EP-3C Orion,SIGINT aircraft,1987,1990-1991,2,$91 m deal; produced in Japan
     ,110,F110,turbofan,1987,2000-2012,110,F110-GE-129 version for 94 F-2 combat aircraft produced in Japan (incl spare engines); produced under licence in Japan
     ,62,LM-2500,gas turbine,1988,1993-2011,62,"For 2 Hyuga helicopter carriers, 4 Kongou and 2 Atago destroyers, 5 Takanami and 9 Murasame frigates and 1 Asuka research ship produced in Japan; produced in Japan"
